image_name,range,label_3h
2023-06-06 23-33-18,120km,3
2023-03-20 14-53-06,120km,0
2022-05-21 21-23-55,120km,2
2023-03-27 20-23-23,120km,0
2021-12-27 16-23-55,120km,0
2022-11-20 08-53-06,120km,2
2021-10-07 05-23-53,120km,1
2022-06-01 03-23-42,120km,3
2021-04-22 10-43-13,120km,1
2023-01-12 21-53-40,120km,0
2022-10-26 21-43-26,120km,1
2021-03-28 02-43-19,120km,0
2022-05-10 01-43-49,120km,3
2022-07-09 18-33-17,120km,2
2022-07-13 11-03-10,120km,2
2022-11-09 06-53-10,120km,2
2023-06-05 23-53-44,120km,0
2023-01-06 03-43-33,120km,0
2022-08-11 07-43-43,120km,2
2023-05-08 05-13-29,120km,4
2020-07-09 20-13-36,120km,0
2022-01-16 00-43-53,120km,0
2023-02-13 18-03-43,120km,0
2023-01-16 21-13-39,120km,0
2022-11-02 19-53-11,120km,1
2022-07-18 04-03-34,120km,3
2022-04-24 02-33-37,120km,0
2023-01-19 15-13-25,120km,0
2021-07-28 23-53-31,120km,0
2021-10-31 22-03-44,120km,0
2021-11-03 06-53-32,120km,2
2021-02-04 23-23-28,120km,0
2022-09-06 04-01-38,120km,1
2021-03-18 21-23-23,120km,0
2020-07-11 15-13-23,120km,0
2022-07-13 12-03-30,120km,2
2021-12-06 03-53-33,120km,0
2022-08-07 06-13-20,120km,1
2022-10-13 02-33-20,120km,0
2022-09-09 12-41-14,120km,4
2022-06-20 21-03-18,120km,2
2021-12-17 09-43-55,120km,0
2022-01-26 21-03-36,120km,0
2022-05-30 01-13-49,120km,2
2023-02-20 04-53-36,120km,2
2022-02-01 12-03-56,120km,0
2021-08-12 10-23-25,120km,2
2021-11-27 23-33-26,120km,0
2020-07-10 09-03-14,120km,3
2022-12-20 06-43-09,120km,0
2023-05-20 19-53-29,120km,1
2023-03-05 00-33-26,120km,0
2021-01-23 03-03-43,120km,0
2022-09-14 13-51-46,120km,0
2021-11-16 16-43-54,120km,0
2022-01-28 02-13-36,120km,0
2021-02-03 17-33-15,120km,0
2023-05-11 15-43-11,120km,3
2022-04-21 03-13-21,120km,0
2022-04-11 01-23-30,120km,0
2021-07-01 02-03-50,120km,2
2021-05-22 17-33-57,120km,0
2021-12-22 03-23-30,120km,2
2021-05-26 07-03-58,120km,3
2022-04-19 19-23-28,120km,0
2021-12-23 12-13-20,120km,2
2021-01-20 06-13-42,120km,0
2021-10-23 18-53-23,120km,2
2023-03-21 14-33-14,120km,0
2023-04-23 10-13-29,120km,0
2023-03-04 14-33-24,120km,0
2023-03-25 19-13-29,120km,0
2022-08-12 08-23-11,120km,4
2020-07-27 13-53-22,120km,1
2021-08-27 02-23-32,120km,0
2021-05-22 10-23-39,120km,0
2022-12-22 01-33-37,120km,0
2021-03-22 10-23-13,120km,3
2023-05-16 12-23-11,120km,0
2022-11-24 18-03-21,120km,2
2022-10-17 06-33-05,120km,3
2022-10-01 11-03-43,120km,2
2022-07-24 05-43-40,120km,2
2020-07-23 21-53-36,120km,2
2022-09-10 16-51-35,120km,3
2023-04-18 08-43-30,120km,0
2021-01-26 08-33-23,120km,0
2022-04-07 07-03-25,120km,2
2021-06-06 10-43-28,120km,0
2021-08-31 19-33-57,120km,3
2021-12-29 13-53-44,120km,0
2022-06-09 20-53-39,120km,2
2022-10-19 09-23-23,120km,3
2022-05-26 10-53-48,120km,2
2022-09-14 13-21-05,120km,0
2021-11-19 19-03-58,120km,0
2022-02-15 09-43-51,120km,2
2021-11-12 10-43-55,120km,2
2023-06-19 20-23-09,120km,0
2022-01-24 01-33-50,120km,0
2021-03-07 12-43-23,120km,2
2022-04-17 22-23-43,120km,0
2023-05-05 23-33-33,120km,0
2021-09-01 00-33-51,120km,2
2021-02-06 15-53-26,120km,0
2020-07-16 12-03-39,120km,0
2021-05-16 12-03-46,120km,2
2022-08-29 18-01-03,120km,2
2021-12-14 03-13-57,120km,0
2021-12-25 00-53-26,120km,0
2022-12-07 08-43-25,120km,2
2021-01-09 00-03-21,120km,0
2021-11-07 19-13-29,120km,0
2021-03-15 20-53-43,120km,2
2021-04-16 22-03-48,120km,2
2022-01-15 20-53-58,120km,0
2022-02-10 16-33-55,120km,0
2022-03-27 10-53-42,120km,2
2023-05-03 07-03-12,120km,3
2021-07-09 14-13-41,120km,2
2022-09-24 08-13-26,120km,1
2022-10-22 11-13-06,120km,4
2022-11-22 11-03-34,120km,3
2021-12-30 06-23-25,120km,0
2022-06-25 06-53-31,120km,4
2020-07-25 17-43-49,120km,2
2021-11-20 16-03-22,120km,0
2021-09-22 00-43-32,120km,2
2022-06-29 07-53-26,120km,4
2021-03-21 22-43-50,120km,0
2022-09-04 04-51-09,120km,4
2021-01-18 06-33-15,120km,0
2021-06-09 08-53-21,120km,1
2023-06-08 16-03-43,120km,2
2021-12-11 05-13-48,120km,0
2021-02-15 23-33-40,120km,0
2022-08-01 12-03-20,120km,2
2022-04-04 01-53-41,120km,0
2021-03-17 13-13-44,120km,2
2021-10-27 17-23-30,120km,0
2022-05-14 00-53-56,120km,2
2023-05-10 08-33-42,120km,2
2020-07-27 19-13-49,120km,3
2022-10-19 05-03-12,120km,1
2022-12-15 18-53-20,120km,0
2022-09-09 06-01-30,120km,1
2020-07-06 09-13-30,120km,2
2021-08-17 20-03-25,120km,0
2022-11-22 14-13-17,120km,2
2021-04-19 17-03-34,120km,0
2021-04-17 05-53-44,120km,1
2023-04-04 00-43-28,120km,0
2022-04-22 16-33-34,120km,0
2021-09-28 12-03-34,120km,2
2022-04-01 17-53-50,120km,2
2022-11-08 12-43-19,120km,0
2022-05-13 22-23-33,120km,3
2021-06-23 01-33-50,120km,1
2021-07-01 15-33-33,120km,2
2022-06-18 11-03-35,120km,3
2021-10-24 02-33-47,120km,3
2023-06-27 22-53-44,120km,2
2022-09-23 23-23-20,120km,2
2022-07-05 10-13-15,120km,0
2022-10-08 09-23-35,120km,2
2021-06-22 22-43-42,120km,0
2021-10-13 22-13-26,120km,0
2021-10-27 21-03-40,120km,0
2022-01-19 10-33-33,120km,0
2021-06-27 12-13-54,120km,0
2023-04-11 11-43-12,120km,0
2022-01-27 04-23-35,120km,0
2022-07-28 11-53-22,120km,2
2021-06-26 17-43-36,120km,0
2022-11-05 02-13-10,120km,0
2022-12-25 09-03-27,120km,0
2023-04-29 05-33-14,120km,3
2022-05-02 00-43-47,120km,3
2022-02-03 08-03-33,120km,3
2021-04-15 17-23-43,120km,4
2023-04-02 14-03-24,120km,0
2022-10-11 22-33-29,120km,0
2023-02-11 12-33-37,120km,0
2022-05-28 19-43-30,120km,0
2021-09-20 05-13-30,120km,1
2021-09-07 17-43-28,120km,2
2022-01-05 03-53-31,120km,0
2022-10-24 09-23-34,120km,1
2021-06-15 01-43-21,120km,1
2022-02-24 01-23-36,120km,0
2020-07-29 02-13-30,120km,0
2022-12-24 22-23-05,120km,0
2023-06-22 11-13-07,120km,1
2021-06-24 06-53-34,120km,3
2022-05-06 10-43-57,120km,0
2022-01-06 04-33-42,120km,0
2022-11-14 05-03-38,120km,1
2023-05-18 14-43-25,120km,0
2021-05-18 04-33-37,120km,1
2021-05-06 19-33-40,120km,3
2021-11-03 16-13-52,120km,2
2023-03-29 20-03-28,120km,0
2023-06-27 12-23-41,120km,1
2022-08-04 10-43-25,120km,3
2020-07-17 06-33-36,120km,1
2023-02-13 18-33-16,120km,0
2021-10-08 05-33-22,120km,1
2022-09-21 10-13-27,120km,1
2020-07-27 21-03-32,120km,3
2021-05-16 00-13-51,120km,0
2021-01-21 00-23-53,120km,0
2021-01-24 07-23-34,120km,3
2021-04-17 02-23-34,120km,3
2021-12-25 22-03-55,120km,0
2022-01-06 02-23-54,120km,0
2022-07-12 04-23-32,120km,3
2022-01-09 14-03-26,120km,0
2021-09-22 21-23-53,120km,0
2021-09-23 16-03-49,120km,0
2022-02-07 01-33-38,120km,0
2022-10-08 15-23-29,120km,4
2022-11-18 18-43-19,120km,2
2021-07-03 20-03-57,120km,2
2022-05-06 13-13-43,120km,2
2021-11-19 22-43-18,120km,0
2021-07-01 01-13-51,120km,0
2021-05-12 19-13-18,120km,0
2022-11-15 17-23-31,120km,2
2023-01-05 03-03-32,120km,0
2021-09-29 03-13-33,120km,3
2023-06-28 17-03-12,120km,0
2021-10-29 23-23-45,120km,0
2022-06-10 05-13-53,120km,2
2023-05-13 14-13-31,120km,2
2022-10-10 01-23-17,120km,0
2023-01-26 20-33-22,120km,0
2020-07-07 18-23-17,120km,0
2021-09-14 00-23-44,120km,2
2023-06-30 07-13-14,120km,4
2022-08-11 14-03-09,120km,0
2023-03-26 23-03-31,120km,0
2023-06-19 12-53-11,120km,0
2021-03-28 02-53-13,120km,0
2022-02-28 17-33-47,120km,0
2021-01-05 01-13-32,120km,0
2022-06-04 09-43-54,120km,0
2021-11-05 04-43-43,120km,3
2023-04-27 17-33-11,120km,0
2022-01-12 13-53-53,120km,0
2022-11-27 00-13-09,120km,2
2021-01-20 07-43-36,120km,0
2021-03-24 04-03-36,120km,2
2021-03-13 04-33-33,120km,0
2021-01-01 02-13-32,120km,0
2021-07-22 06-53-42,120km,0
2021-06-21 01-33-36,120km,3
2022-04-16 21-43-49,120km,0
2022-12-14 17-13-22,120km,0
2023-02-26 02-13-32,120km,0
2021-06-06 01-23-38,120km,1
2022-11-05 03-13-33,120km,2
2023-03-02 06-33-35,120km,2
2022-03-27 04-03-25,120km,0
2022-03-26 18-43-26,120km,2
2022-09-07 13-11-14,120km,0
2023-04-29 04-43-31,120km,2
2022-11-13 06-13-06,120km,1
2022-07-21 02-33-43,120km,3
2022-06-18 01-13-35,120km,2
2022-10-02 07-03-23,120km,1
2021-10-02 06-53-43,120km,1
2021-03-14 16-53-36,120km,2
2021-07-03 09-43-55,120km,4
2021-03-11 13-33-44,120km,2
2022-11-12 04-33-38,120km,1
2021-07-19 15-53-45,120km,2
2022-10-22 01-23-40,120km,0
2022-07-06 14-53-18,120km,2
2021-04-19 04-43-24,120km,1
2021-02-22 08-43-14,120km,0
2022-09-03 01-11-38,120km,2
2022-10-09 12-03-45,120km,1
2022-09-24 14-53-23,120km,2
2021-07-22 01-23-39,120km,2
2021-02-27 15-33-41,120km,0
2022-10-21 13-23-17,120km,2
2023-05-12 00-23-09,120km,1
2022-12-25 13-53-17,120km,0
2022-07-12 10-53-15,120km,3
2023-03-28 20-23-39,120km,0
2021-08-12 08-43-27,120km,2
2020-07-02 16-23-12,120km,0
2021-02-08 23-53-47,120km,0
2023-03-29 12-13-14,120km,0
2021-01-14 06-23-25,120km,0
2021-11-10 20-33-59,120km,2
2021-03-26 21-53-40,120km,0
2021-06-26 14-53-24,120km,0
2021-04-25 04-33-33,120km,1
2021-06-02 00-13-22,120km,3
2023-04-02 20-43-17,120km,0
2021-01-29 21-23-31,120km,0
2021-07-04 11-33-32,120km,0
2022-01-27 10-53-30,120km,0
2021-04-15 14-43-17,120km,3
2021-04-15 13-03-18,120km,2
2022-09-23 10-03-15,120km,1
2022-06-16 21-13-33,120km,2
2023-06-07 04-33-33,120km,3
2021-02-17 07-03-32,120km,0
2021-06-30 15-03-52,120km,0
2021-11-23 21-13-37,120km,0
2020-07-25 21-23-39,120km,3
2023-02-03 21-53-33,120km,0
2022-04-05 09-43-35,120km,2
2022-10-29 23-13-36,120km,0
2023-04-16 12-53-08,120km,0
2022-07-12 11-33-13,120km,2
2022-10-26 22-23-27,120km,3
2021-10-30 03-13-38,120km,2
2021-10-06 02-13-53,120km,0
2023-02-08 18-33-09,120km,2
2022-12-11 02-03-17,120km,0
2022-01-10 14-43-54,120km,0
2022-12-15 15-03-37,120km,2
2022-09-22 17-03-40,120km,0
2022-12-30 17-43-40,120km,0
2021-04-25 16-13-43,120km,0
2021-02-07 22-13-33,120km,2
2021-05-28 00-33-30,120km,0
2022-11-25 01-53-30,120km,3
2021-08-11 17-13-24,120km,0
2021-10-21 06-13-47,120km,4
2022-11-30 09-13-25,120km,2
2023-05-22 16-13-07,120km,0
2022-07-20 08-03-29,120km,0
2021-07-09 15-13-27,120km,3
2023-06-19 11-33-42,120km,0
2022-08-01 23-03-36,120km,0
2021-10-20 21-43-26,120km,0
2022-12-17 07-03-32,120km,2
2022-10-25 05-43-24,120km,1
2021-05-09 21-13-43,120km,0
2021-05-17 15-33-44,120km,1
2023-05-02 07-23-38,120km,3
2022-01-07 07-03-35,120km,3
2023-06-14 05-23-31,120km,1
2023-02-17 00-23-20,120km,0
2023-05-24 12-43-19,120km,2
2021-08-26 09-53-40,120km,0
2022-10-12 15-13-41,120km,1
2022-06-02 11-43-51,120km,2
2022-10-29 22-03-20,120km,0
2023-05-04 00-53-05,120km,0
2023-06-07 04-13-14,120km,1
2022-09-22 11-43-08,120km,2
2023-05-07 16-53-35,120km,2
2021-03-25 18-43-28,120km,0
2023-05-21 19-43-38,120km,0
2023-05-01 23-33-17,120km,0
2021-01-28 17-53-44,120km,0
2021-06-11 03-43-27,120km,1
2021-07-10 21-03-44,120km,0
2022-07-03 07-13-34,120km,2
2021-09-08 15-03-35,120km,3
2021-03-04 09-33-34,120km,0
2021-02-26 01-33-46,120km,0
2023-04-17 00-53-20,120km,0
2020-07-21 15-23-35,120km,0
2022-08-03 10-23-31,120km,2
2022-04-18 10-43-58,120km,0
2021-10-10 03-03-22,120km,1
2023-02-02 02-13-15,120km,2
2021-05-23 12-33-36,120km,2
2022-03-23 02-03-28,120km,0
2023-03-26 11-53-20,120km,0
2021-11-24 11-33-47,120km,2
2022-09-22 23-53-36,120km,0
2022-02-13 22-43-25,120km,0
2023-04-12 16-13-14,120km,0
2023-05-03 18-33-43,120km,0
2021-02-25 16-03-36,120km,0
2021-12-20 13-13-33,120km,0
2022-01-02 03-53-40,120km,0
2022-07-05 12-53-08,120km,0
2022-09-09 23-51-50,120km,1
2021-08-20 05-53-47,120km,1
2022-09-06 19-51-22,120km,0
2022-10-04 12-23-35,120km,0
2023-06-17 01-53-08,120km,1
2022-02-12 06-33-41,120km,0
2022-08-04 14-43-19,120km,2
2021-12-02 05-33-47,120km,0
2023-05-09 19-33-17,120km,3
2022-09-07 01-41-26,120km,1
2022-09-02 21-31-14,120km,0
2020-07-14 12-03-33,120km,4
2022-02-04 20-23-26,120km,0
2023-05-30 05-23-35,120km,1
2021-11-13 18-33-23,120km,3
2021-11-27 04-53-36,120km,0
2023-06-13 20-23-24,120km,0
2023-02-21 13-33-21,120km,0
2021-06-07 09-23-47,120km,0
2021-09-17 21-53-39,120km,0
2023-06-10 14-23-24,120km,0
2023-01-22 22-03-14,120km,0
2022-09-11 14-01-46,120km,1
2023-02-24 05-33-29,120km,0
2021-11-19 20-53-39,120km,0
2022-05-24 08-43-57,120km,2
2021-06-14 17-03-34,120km,0
2022-03-29 23-23-58,120km,0
2022-12-28 06-43-05,120km,0
2021-07-31 16-23-38,120km,0
2022-01-02 23-43-42,120km,0
2021-06-27 20-03-30,120km,3
2022-11-22 23-03-07,120km,3
2022-06-25 12-53-23,120km,3
2021-02-18 13-23-28,120km,0
2021-02-24 18-13-29,120km,0
2021-06-26 20-23-23,120km,0
2021-10-09 00-33-41,120km,2
2021-05-30 06-53-48,120km,2
2021-03-09 23-13-40,120km,0
2020-07-02 07-53-18,120km,1
2021-07-21 17-13-56,120km,0
2022-07-20 15-13-35,120km,2
2021-03-18 14-33-43,120km,2
2023-04-02 20-33-28,120km,0
2020-07-08 12-13-31,120km,0
2023-06-02 19-13-36,120km,2
2021-09-10 00-33-44,120km,2
2023-01-06 23-13-25,120km,2
2021-11-14 12-53-39,120km,0
2023-01-09 11-03-11,120km,2
2022-12-11 19-33-16,120km,0
2022-04-30 11-33-41,120km,2
2023-01-19 21-23-36,120km,2
2022-05-12 04-04-01,120km,2
2023-03-02 11-13-29,120km,0
2023-02-10 19-23-13,120km,0
2021-11-04 09-43-21,120km,0
2022-06-13 07-13-06,120km,1
2021-04-15 13-23-48,120km,2
2022-02-06 18-33-46,120km,0
2022-06-16 13-13-42,120km,3
2022-02-21 02-13-50,120km,0
2023-04-25 14-23-29,120km,2
2021-01-16 00-33-31,120km,0
2021-02-18 15-53-34,120km,0
2022-10-13 22-03-30,120km,2
2021-12-09 07-03-30,120km,2
2021-05-25 18-23-22,120km,2
2023-04-08 19-53-09,120km,0
2023-03-24 14-03-24,120km,0
2022-10-14 01-43-29,120km,0
2023-03-13 13-13-25,120km,0
2021-11-10 05-23-58,120km,0
2023-02-04 02-43-24,120km,0
2022-02-13 05-53-26,120km,2
2023-05-04 17-23-45,120km,0
2021-10-13 18-33-53,120km,0
2023-06-06 07-03-44,120km,1
2021-02-16 05-34-01,120km,0
2021-02-01 10-53-30,120km,0
2021-12-13 01-53-35,120km,0
2023-03-25 05-53-32,120km,0
2022-05-13 14-43-30,120km,2
2021-02-26 16-03-38,120km,0
2021-01-28 21-23-35,120km,0
2021-09-16 03-13-28,120km,2
2022-06-09 05-53-28,120km,2
2021-08-29 14-23-45,120km,2
2022-06-05 18-03-44,120km,0
2021-12-31 19-23-47,120km,0
2023-02-08 10-33-40,120km,0
2023-05-31 02-03-10,120km,1
2022-01-01 14-23-44,120km,0
2023-03-15 12-43-22,120km,2
2023-04-19 01-43-20,120km,0
2023-05-26 07-33-16,120km,1
2021-03-31 06-43-29,120km,2
2022-07-04 18-53-15,120km,0
2021-09-12 03-33-53,120km,1
2021-12-09 10-43-19,120km,0
2023-05-15 22-33-28,120km,2
2022-12-21 22-53-24,120km,0
2022-05-19 10-43-45,120km,0
2021-09-11 22-13-39,120km,0
2023-03-03 14-43-29,120km,0
2023-01-21 12-23-41,120km,0
2022-06-24 11-03-22,120km,3
2022-01-18 20-43-37,120km,0
2021-07-30 15-13-18,120km,0
2022-06-09 06-13-31,120km,3
2021-09-01 16-03-26,120km,3
2021-12-21 02-13-20,120km,0
2022-02-13 14-53-56,120km,0
2022-01-25 02-23-30,120km,0
2020-07-18 06-03-26,120km,1
2023-01-04 00-23-31,120km,0
2023-01-10 04-43-20,120km,1
2020-07-04 20-43-13,120km,0
2020-07-19 15-53-27,120km,2
2021-09-14 20-03-46,120km,2
2023-06-17 11-13-29,120km,2
2023-06-16 02-13-24,120km,2
2022-02-21 20-43-27,120km,0
2021-12-20 18-43-38,120km,0
2021-05-02 01-23-38,120km,0
2023-01-02 02-23-20,120km,0
2021-07-15 18-13-42,120km,0
2021-02-17 21-03-30,120km,0
2022-08-03 23-53-43,120km,0
2022-06-10 12-53-29,120km,2
2023-05-19 01-33-07,120km,0
2021-06-29 00-43-50,120km,0
2022-09-13 17-11-37,120km,1
2022-03-20 10-13-27,120km,0
2022-09-02 00-01-04,120km,2
2022-07-07 10-13-15,120km,2
2022-04-10 13-13-24,120km,3
2022-12-24 05-13-11,120km,0
2022-04-28 18-53-26,120km,0
2021-05-14 20-53-22,120km,3
2022-11-01 12-33-11,120km,1
2021-01-03 01-23-18,120km,0
2021-03-09 22-03-32,120km,0
2021-11-10 08-13-23,120km,2
2022-05-13 15-33-23,120km,0
2022-09-02 03-21-40,120km,1
2023-05-03 17-03-22,120km,0
2023-06-21 06-43-39,120km,1
2021-10-02 19-43-32,120km,0
2023-02-20 06-03-08,120km,2
2023-04-14 18-53-28,120km,0
2021-05-25 00-03-51,120km,0
2022-11-03 20-43-23,120km,1
2023-02-01 08-03-13,120km,2
2021-07-21 21-03-48,120km,2
2022-06-09 10-13-30,120km,3
2021-08-19 20-13-49,120km,2
2021-07-29 21-03-41,120km,0
2022-12-07 22-53-24,120km,0
2021-04-12 02-33-38,120km,2
2023-04-01 13-53-30,120km,0
2023-04-27 07-13-23,120km,1
2022-04-29 18-03-48,120km,2
2021-09-23 07-33-34,120km,2
2022-10-13 15-43-05,120km,2
2022-09-04 10-21-25,120km,3
2022-05-02 09-33-50,120km,3
2021-05-12 07-33-30,120km,2
2022-02-27 02-13-22,120km,0
2023-02-19 12-43-18,120km,3
2022-03-27 05-03-43,120km,2
2021-12-04 14-43-28,120km,0
2023-06-15 15-23-18,120km,3
2023-05-25 09-13-31,120km,2
2022-07-12 16-53-36,120km,3
2023-01-16 21-23-27,120km,0
2021-06-14 19-03-48,120km,0
2020-07-08 15-03-10,120km,0
2021-04-30 16-53-40,120km,2
2023-05-27 11-23-32,120km,2
2021-07-16 17-33-38,120km,0
2021-08-14 00-23-54,120km,0
2021-05-31 08-33-53,120km,2
2022-08-05 14-13-34,120km,3
2023-02-21 08-33-07,120km,0
2022-11-22 12-33-30,120km,2
2021-11-22 19-43-22,120km,0
2023-01-16 18-03-09,120km,0
2022-11-01 03-03-24,120km,1
2022-04-15 21-53-20,120km,2
2021-09-20 18-03-17,120km,0
2020-07-18 02-43-28,120km,1
2022-11-05 01-03-40,120km,0
2022-06-06 08-33-19,120km,2
2022-01-31 17-23-37,120km,0
2022-09-24 05-43-18,120km,4
2023-02-06 10-43-43,120km,0
2021-12-26 22-03-50,120km,0
2021-09-14 06-33-56,120km,3
2021-09-15 00-43-49,120km,0
2022-11-07 18-33-41,120km,0
2022-09-13 03-31-04,120km,3
2021-02-09 11-33-25,120km,2
2020-07-07 16-43-35,120km,0
2022-10-11 06-13-31,120km,4
2021-09-04 06-23-19,120km,3
2022-02-17 18-53-52,120km,0
2022-06-27 13-23-21,120km,1
2023-01-08 17-33-43,120km,2
2023-06-10 19-53-22,120km,2
2023-05-31 16-43-41,120km,0
2022-03-26 20-13-34,120km,2
2023-02-10 21-23-05,120km,2
2021-11-21 13-23-21,120km,0
2021-01-11 00-43-23,120km,0
2022-02-22 19-53-23,120km,0
2021-12-02 13-43-39,120km,0
2021-11-29 13-33-50,120km,2
2021-06-26 10-33-43,120km,0
2022-07-20 18-33-30,120km,2
2023-03-15 18-53-13,120km,2
2022-09-20 09-41-16,120km,1
2022-09-18 13-41-41,120km,0
2022-07-04 08-13-29,120km,3
2021-12-15 20-43-29,120km,0
2022-07-21 15-53-26,120km,0
2022-09-24 06-53-29,120km,1
2023-05-08 13-03-17,120km,2
2022-10-09 11-23-44,120km,1
2021-07-24 10-33-36,120km,0
2021-01-09 02-53-17,120km,0
2021-11-19 08-53-21,120km,0
2022-11-24 16-13-42,120km,2
2022-10-22 16-13-09,120km,3
2021-09-23 01-53-27,120km,3
2021-11-25 18-53-34,120km,0
2021-10-29 13-23-53,120km,2
2023-02-17 07-33-12,120km,1
2022-06-06 15-13-43,120km,0
2022-10-01 19-13-39,120km,1
2021-03-19 14-33-27,120km,0
2022-01-12 03-33-40,120km,0
2023-03-08 03-03-06,120km,0
2021-02-01 04-33-14,120km,0
2022-05-23 01-23-32,120km,2
2021-05-01 19-13-45,120km,3
2020-07-26 23-23-45,120km,3
2023-04-10 22-43-31,120km,0
2023-06-08 21-53-09,120km,2
2022-06-03 13-43-44,120km,0
2021-11-20 22-53-21,120km,0
2023-05-13 22-03-21,120km,3
2023-05-25 13-53-31,120km,3
2021-09-19 06-33-43,120km,1
2023-02-23 17-53-20,120km,0
2022-01-06 06-13-40,120km,2
2021-10-01 10-03-29,120km,4
2021-01-23 07-43-17,120km,4
2021-07-12 16-03-20,120km,3
2021-11-28 14-13-30,120km,0
2023-03-02 08-33-42,120km,0
2023-05-14 10-43-15,120km,0
2021-11-29 16-53-42,120km,2
2021-11-14 11-53-56,120km,0
2021-12-02 05-03-57,120km,0
2022-09-09 02-01-21,120km,0
2022-08-01 18-43-13,120km,0
2021-12-20 13-03-49,120km,0
2021-08-31 09-23-42,120km,3
2022-08-03 05-43-08,120km,4
2021-07-21 02-53-38,120km,2
2022-11-22 07-53-11,120km,3
2022-07-23 20-13-39,120km,0
2022-05-27 20-13-55,120km,2
2021-11-24 03-23-35,120km,0
2021-07-05 23-03-32,120km,2
2021-02-07 08-53-21,120km,2
2022-08-11 17-53-25,120km,0
2021-06-18 16-13-43,120km,0
2022-12-08 19-53-25,120km,0
2022-07-05 07-13-32,120km,1
2022-05-31 05-13-52,120km,2
2021-12-08 10-13-57,120km,0
2021-10-25 09-13-55,120km,2
2021-10-28 09-33-31,120km,0
2021-04-29 00-33-20,120km,0
2021-07-09 21-33-37,120km,2
2021-02-08 18-13-24,120km,0
2021-02-23 15-43-18,120km,0
2022-05-22 14-33-26,120km,2
2022-05-02 02-13-19,120km,2
2022-12-15 23-13-05,120km,0
2022-08-01 20-53-08,120km,0
2022-06-17 23-03-25,120km,0
2021-05-05 14-23-24,120km,2
2022-11-18 08-03-15,120km,3
2021-06-11 20-43-49,120km,2
2021-06-01 00-53-57,120km,0
2021-07-24 12-13-31,120km,2
2021-08-13 17-03-55,120km,0
2022-07-22 12-23-25,120km,0
2021-10-09 12-43-49,120km,2
2022-02-02 08-44-00,120km,0
2023-04-15 04-33-34,120km,2
2022-06-26 20-03-42,120km,3
2021-09-22 00-03-57,120km,2
2022-02-23 10-33-29,120km,3
2021-11-10 16-23-57,120km,0
2023-02-09 19-43-41,120km,2
2021-12-02 08-33-31,120km,0
2022-11-15 22-53-34,120km,0
2020-07-28 11-43-22,120km,1
2023-02-13 01-43-11,120km,0
2021-06-26 20-33-48,120km,0
2022-05-30 13-53-32,120km,0
2021-03-11 22-23-25,120km,0
2021-11-12 23-13-41,120km,0
2021-05-05 20-53-21,120km,3
2021-07-04 19-33-49,120km,1
2021-02-10 08-43-48,120km,0
2021-03-28 06-33-46,120km,3
2022-07-03 06-23-44,120km,2
2022-06-30 17-43-26,120km,2
2022-11-28 17-43-33,120km,2
2023-06-19 16-43-35,120km,0
2022-02-14 18-33-20,120km,0
2022-02-14 23-33-25,120km,0
2021-04-30 21-13-48,120km,2
2021-01-09 04-13-19,120km,0
2023-06-23 07-13-41,120km,1
2022-09-14 22-51-23,120km,0
2023-01-20 03-13-20,120km,0
2021-10-23 20-43-46,120km,2
2021-06-25 19-33-25,120km,0
2021-05-15 12-43-29,120km,2
2023-01-15 12-13-22,120km,0
2022-02-16 16-43-56,120km,0
2022-10-29 02-53-21,120km,0
2020-07-24 05-23-16,120km,1
2021-09-14 02-53-44,120km,3
2022-11-20 11-43-04,120km,2
2022-02-05 20-43-51,120km,0
2022-06-06 22-03-57,120km,0
2021-04-28 08-23-30,120km,2
2022-08-10 01-23-23,120km,3
2022-06-27 03-43-26,120km,2
2021-12-29 15-23-21,120km,0
2022-08-07 23-03-42,120km,0
2023-03-15 01-23-21,120km,0
2022-09-19 11-11-34,120km,3
2021-08-13 09-23-57,120km,3
2022-04-16 06-03-20,120km,2
2021-01-16 13-13-23,120km,0
2022-10-22 18-33-31,120km,2
2021-11-20 18-53-53,120km,0
2021-07-29 09-43-30,120km,2
2021-11-10 23-13-44,120km,2
2022-01-09 06-13-33,120km,0
2023-01-17 18-23-35,120km,0
2023-01-14 04-53-31,120km,0
2021-08-12 20-23-27,120km,0
2022-09-16 04-51-24,120km,1
2021-05-07 19-03-33,120km,0
2022-07-31 13-33-13,120km,2
2022-08-11 05-23-30,120km,0
2022-11-03 18-43-14,120km,3
2020-07-17 04-23-30,120km,3
2023-03-29 08-43-37,120km,2
2021-02-09 16-13-21,120km,2
2022-12-27 15-53-07,120km,0
2023-04-12 16-53-09,120km,0
2022-05-04 01-53-48,120km,2
2021-02-28 06-23-47,120km,2
2021-02-16 12-33-45,120km,0
2021-01-13 08-53-16,120km,0
2021-08-26 06-23-52,120km,1
2021-02-18 07-33-18,120km,0
2022-03-20 23-43-38,120km,0
2022-08-04 13-13-32,120km,2
2022-05-27 09-43-36,120km,0
2022-09-17 10-11-04,120km,3
2022-05-31 12-33-28,120km,2
2022-07-03 14-23-41,120km,0
2022-10-25 17-53-17,120km,2
2021-06-28 08-43-24,120km,3
2021-11-02 11-23-30,120km,2
2023-05-18 07-43-41,120km,4
2023-05-01 11-23-41,120km,0
2023-04-15 22-03-26,120km,3
2022-03-22 08-23-34,120km,3
2021-09-21 18-03-22,120km,3
